	entity_ner_class	count	ner_class	entity_name
8543	Tianna Madison,PERSON	1	Tianna Madison	PERSON
8544	Stephanie Rice,PERSON	1	Stephanie Rice	PERSON
1687	Daryl Kerry,PERSON	1	Daryl Kerry	PERSON
8554	Sa Jae-hyouk,PERSON	1	Sa Jae-hyouk	PERSON
8547	Han Soonchul,PERSON	1	Han Soonchul	PERSON
8548	Fazliddin Gaibnazarov,PERSON	1	Fazliddin Gaibnazarov	PERSON
8549	Uzbekistan,GPE	1	Uzbekistan	GPE
8550	Tim Baillie,PERSON	1	Tim Baillie	PERSON
8552	Richard Hounslow,PERSON	1	Richard Hounslow	PERSON
8553	South Korea's,GPE	1	South Korea's	GPE
8573	Ren Cancan,PERSON	1	Ren Cancan	PERSON
8575	Angela Maurer,PERSON	1	Angela Maurer	PERSON
1692	more than £35,MONEY	1	more than £35	MONEY
8576	Erika Villaecija Garcia,PERSON	1	Erika Villaecija Garcia	PERSON
1674	The Inspired Facilities Fund,ORG	1	The Inspired Facilities Fund	ORG
8598	5000,CARDINAL	1	5000	CARDINAL
8599	Mobot,ORG	1	Mobot	ORG
8600	Michael Jordan,PERSON	1	Michael Jordan	PERSON
8601	Armed Forces,ORG	1	Armed Forces	ORG
3712	Piccadilly Gardens,FAC	1	Piccadilly Gardens	FAC
8603	July 19,DATE	1	July 19	DATE
8604	July 30,DATE	1	July 30	DATE
8605	fewer than 200,CARDINAL	1	fewer than 200	CARDINAL
8606	30 square yards,QUANTITY	1	30 square yards	QUANTITY
8607	25 square metres,QUANTITY	1	25 square metres	QUANTITY
8608	50 square yards,QUANTITY	1	50 square yards	QUANTITY
8609	42 square metres,QUANTITY	1	42 square metres	QUANTITY
8610	Secondary,ORDINAL	1	Secondary	ORDINAL
8611	60 square yards,QUANTITY	1	60 square yards	QUANTITY
8596	Brit,NORP	1	Brit	NORP
8595	Jennica Ennis,PERSON	1	Jennica Ennis	PERSON
8593	R.P.,LANGUAGE	1	R.P.	LANGUAGE
8583	Victoria Pendleton's,PERSON	1	Victoria Pendleton's	PERSON
8577	10km,QUANTITY	1	10km	QUANTITY
1681	12 years on,DATE	1	12 years on	DATE
8579	Bank of England,ORG	1	Bank of England	ORG
8580	SIR MERVYN KING,PERSON	1	SIR MERVYN KING	PERSON
8581	more than one-and-a-half-million,CARDINAL	1	more than one-and-a-half-million	CARDINAL
8582	the Wimbledon Junior Tennis Initiative,ORG	1	the Wimbledon Junior Tennis Initiative	ORG
8584	the Funding for Lending,LAW	1	the Funding for Lending	LAW
1676	The Sydney Olympic Park,FAC	1	The Sydney Olympic Park	FAC
8585	just over a week ago,DATE	1	just over a week ago	DATE
8587	Phoenix,GPE	1	Phoenix	GPE
8588	Phoenix,PRODUCT	1	Phoenix	PRODUCT
1679	the last six-and-a-half years,DATE	1	the last six-and-a-half years	DATE
1678	that triumphant day,DATE	1	that triumphant day	DATE
8591	Eric Idol,PERSON	1	Eric Idol	PERSON
8538	1min 40.91secs,TIME	1	1min 40.91secs	TIME
8536	Roger Federer,PERSON	1	Roger Federer	PERSON
8460	a frantic fortnight,DATE	1	a frantic fortnight	DATE
8498	Closing Ceremony,WORK_OF_ART	1	Closing Ceremony	WORK_OF_ART
8482	August 7, 2012,DATE	1	August 7, 2012	DATE
8483	Oli Scarff,PERSON	1	Oli Scarff	PERSON
8484	Daniel Craig,PERSON	1	Daniel Craig	PERSON
8485	More than two weeks,DATE	1	More than two weeks	DATE
8486	Commonwealth,GPE	1	Commonwealth	GPE
8487	Hampton Court Palace,FAC	1	Hampton Court Palace	FAC
8488	Westminster,FAC	1	Westminster	FAC
1703	Six O Clock News,WORK_OF_ART	1	Six O Clock News	WORK_OF_ART
8490	9 billion pound,MONEY	1	9 billion pound	MONEY
1702	David Bond's,PERSON	1	David Bond's	PERSON
8492	August 3,DATE	1	August 3	DATE
1701	the last two decades,DATE	1	the last two decades	DATE
8494	August 5,DATE	1	August 5	DATE
1699	£2.48bn will,MONEY	1	£2.48bn will	MONEY
1698	Visit England,ORG	1	Visit England	ORG
1704	News at Ten,WORK_OF_ART	1	News at Ten	WORK_OF_ART
8480	10 km,QUANTITY	1	10 km	QUANTITY
8479	Serptentine,FAC	1	Serptentine	FAC
8469	US Presidential,ORG	1	US Presidential	ORG
8463	the hundreds of thousands,CARDINAL	1	the hundreds of thousands	CARDINAL
8464	billion plus,CARDINAL	1	billion plus	CARDINAL
8465	the Closing Ceremony,WORK_OF_ART	1	the Closing Ceremony	WORK_OF_ART
8466	the Houses of Parliament,FAC	1	the Houses of Parliament	FAC
1708	about £11bn,MONEY	1	about £11bn	MONEY
8468	Wilson Kipsang Kiprotich,PERSON	1	Wilson Kipsang Kiprotich	PERSON
8470	Mitt Romney,PERSON	1	Mitt Romney	PERSON
8478	this past fortnight,DATE	1	this past fortnight	DATE
8471	over hundred years,DATE	1	over hundred years	DATE
8472	1,000 plus,CARDINAL	1	1,000 plus	CARDINAL
1707	ThePublic Accounts Committee's,ORG	1	ThePublic Accounts Committee's	ORG
8474	Elizabeth Tower,FAC	1	Elizabeth Tower	FAC
8476	the Naval College,FAC	1	the Naval College	FAC
8477	Royal Observatory,FAC	1	Royal Observatory	FAC
8497	Ruta Meilutyt,PERSON	1	Ruta Meilutyt	PERSON
8499	Valentina Vezzali,PERSON	1	Valentina Vezzali	PERSON
8535	Chad le Clos,PERSON	1	Chad le Clos	PERSON
8500	Eton Dorney Rowing Centre,FAC	1	Eton Dorney Rowing Centre	FAC
8519	Robert Harting,PERSON	1	Robert Harting	PERSON
8521	Kirani James,PERSON	1	Kirani James	PERSON
8522	Grenada,GPE	1	Grenada	GPE
8523	the men's 400m,QUANTITY	1	the men's 400m	QUANTITY
8524	Taoufik Makhloufi,PERSON	1	Taoufik Makhloufi	PERSON
8525	Javier Gomez,PERSON	1	Javier Gomez	PERSON
8526	Matthias Steiner,PERSON	1	Matthias Steiner	PERSON
8527	+105kg,PERCENT	1	+105kg	PERCENT
8528	Meredith Michaels-Beerbaum,PERSON	1	Meredith Michaels-Beerbaum	PERSON
8529	Bella Donna,PERSON	1	Bella Donna	PERSON
8530	the Horse Guards Parade,FAC	1	the Horse Guards Parade	FAC
8531	Geraint Thomas,PERSON	1	Geraint Thomas	PERSON
8532	Steven Burke,PERSON	1	Steven Burke	PERSON
8533	Edward Clancy,PERSON	1	Edward Clancy	PERSON
8534	Peter Kennaugh,PERSON	1	Peter Kennaugh	PERSON
8518	Gatlin,PERSON	1	Gatlin	PERSON
8517	Blake,PERSON	1	Blake	PERSON
8516	9.63,CARDINAL	1	9.63	CARDINAL
8507	over 1,000,CARDINAL	1	over 1,000	CARDINAL
8501	Eton,GPE	1	Eton	GPE
8502	Beckham,PERSON	1	Beckham	PERSON
1697	Visit Britain,ORG	1	Visit Britain	ORG
8504	Rio's Games,EVENT	1	Rio's Games	EVENT
8505	the two or three weeks,DATE	1	the two or three weeks	DATE
8506	London Army,ORG	1	London Army	ORG
8508	22nd,ORDINAL	1	22nd	ORDINAL
8515	Richard Thompson,PERSON	1	Richard Thompson	PERSON
8509	Larisa Latynina,PERSON	1	Larisa Latynina	PERSON
8510	day fifteen,DATE	1	day fifteen	DATE
8511	Churandy Martina,PERSON	1	Churandy Martina	PERSON
8512	Ryan Bailey,PERSON	1	Ryan Bailey	PERSON
1695	Tourism Australia,ORG	1	Tourism Australia	ORG
1694	Andrew McEvoy,PERSON	1	Andrew McEvoy	PERSON
8612	50 square metres,QUANTITY	1	50 square metres	QUANTITY
8613	Fields In Trust,ORG	1	Fields In Trust	ORG
8614	the eve of,DATE	1	the eve of	DATE
8728	Schools,ORG	1	Schools	ORG
8711	Brian Clough,PERSON	1	Brian Clough	PERSON
8712	115,000,CARDINAL	1	115,000	CARDINAL
8713	the age of,DATE	1	the age of	DATE
1647	Multi-Use Arena,FAC	1	Multi-Use Arena	FAC
8716	Dai Greene,PERSON	1	Dai Greene	PERSON
8717	one-and-a-half minutes,TIME	1	one-and-a-half minutes	TIME
8718	Greene,PERSON	1	Greene	PERSON
1645	The London Cycling Festival,EVENT	1	The London Cycling Festival	EVENT
8720	Tom Cleverley,PERSON	1	Tom Cleverley	PERSON
8721	Tories,ORG	1	Tories	ORG
1643	161km,QUANTITY	1	161km	QUANTITY
8723	the past 15 months,DATE	1	the past 15 months	DATE
8724	Elliott School,ORG	1	Elliott School	ORG
1642	up to 35,000,CARDINAL	1	up to 35,000	CARDINAL
8726	The Tory Council,ORG	1	The Tory Council	ORG
8710	Bob Paisley,PERSON	1	Bob Paisley	PERSON
8709	Bill Shankly,PERSON	1	Bill Shankly	PERSON
8708	Jock Stein,PERSON	1	Jock Stein	PERSON
8699	a fantastic,DATE	1	a fantastic	DATE
8693	Sergio Aguero,PERSON	1	Sergio Aguero	PERSON
1649	2 March,DATE	1	2 March	DATE
8695	the 94th minute,TIME	1	the 94th minute	TIME
8696	those intervening months,DATE	1	those intervening months	DATE
8697	this first,DATE	1	this first	DATE
8698	Super Sunday,EVENT	1	Super Sunday	EVENT
8700	7billion,MONEY	1	7billion	MONEY
8707	Alf Ramsey,PERSON	1	Alf Ramsey	PERSON
8701	£2.3bn that,MONEY	1	£2.3bn that	MONEY
8702	16-year-old,DATE	1	16-year-old	DATE
8703	a Dave Brailsford,PERSON	1	a Dave Brailsford	PERSON
8704	only nine years ago,DATE	1	only nine years ago	DATE
8705	Matt Busby,PERSON	1	Matt Busby	PERSON
8706	Bill Nicholson,PERSON	1	Bill Nicholson	PERSON
1641	the second day,DATE	1	the second day	DATE
8729	the Charities Act,LAW	1	the Charities Act	LAW
1672	Wickham Market,ORG	1	Wickham Market	ORG
1640	13km,QUANTITY	1	13km	QUANTITY
8752	France 24,WORK_OF_ART	1	France 24	WORK_OF_ART
1613	9 September,DATE	1	9 September	DATE
1607	just 200 days,DATE	1	just 200 days	DATE
8757	Xinhua news agency,ORG	1	Xinhua news agency	ORG
8758	the Beijing Paralympics,EVENT	1	the Beijing Paralympics	EVENT
8760	Rhianna,GPE	1	Rhianna	GPE
8761	Bahrain,GPE	1	Bahrain	GPE
8762	Gulf Daily News,ORG	1	Gulf Daily News	ORG
8763	Vancouver Sun,PERSON	1	Vancouver Sun	PERSON
8764	Katy Brand,PERSON	1	Katy Brand	PERSON
8765	Phillip Schofield,PERSON	1	Phillip Schofield	PERSON
8766	Mo Farah‏,PERSON	1	Mo Farah‏	PERSON
1604	Diana,PERSON	1	Diana	PERSON
8768	Rihanna,PERSON	1	Rihanna	PERSON
8769	Clare Balding‏,PERSON	1	Clare Balding‏	PERSON
8751	Washington Post,ORG	1	Washington Post	ORG
8749	Derby,ORG	1	Derby	ORG
8748	the first quarter of next year,DATE	1	the first quarter of next year	DATE
1630	Day one,DATE	1	Day one	DATE
1637	The first day,DATE	1	The first day	DATE
1634	Davos,GPE	1	Davos	GPE
8734	Rokeby School,FAC	1	Rokeby School	FAC
8735	a mile,QUANTITY	1	a mile	QUANTITY
1633	the World Economic Forum,EVENT	1	the World Economic Forum	EVENT
8738	around one mile,QUANTITY	1	around one mile	QUANTITY
1624	16-19 year-olds,DATE	1	16-19 year-olds	DATE
8747	Rugby World Cup Ltd,ORG	1	Rugby World Cup Ltd	ORG
8741	Rokeby,ORG	1	Rokeby	ORG
8742	Those months,DATE	1	Those months	DATE
8743	World Cup 2015,EVENT	1	World Cup 2015	EVENT
8744	England Rugby 2015’s,ORG	1	England Rugby 2015’s	ORG
1617	between 2009-13,DATE	1	between 2009-13	DATE
8746	a week ago,DATE	1	a week ago	DATE
8692	May 13,DATE	1	May 13	DATE
8691	three months ago,DATE	1	three months ago	DATE
8689	Cherie,PERSON	1	Cherie	PERSON
8688	Mallorca,GPE	1	Mallorca	GPE
8634	around 350 million,CARDINAL	1	around 350 million	CARDINAL
8635	170,CARDINAL	1	170	CARDINAL
8636	the X Factor’s,WORK_OF_ART	1	the X Factor’s	WORK_OF_ART
8637	Louis Walsh,PERSON	1	Louis Walsh	PERSON
1666	Valley Farm Equestrian Leisure,ORG	1	Valley Farm Equestrian Leisure	ORG
8639	Tulisa,PERSON	1	Tulisa	PERSON
8640	Louis,PERSON	1	Louis	PERSON
8641	Bruce Forsyth,PERSON	1	Bruce Forsyth	PERSON
8642	Brucie,PERSON	1	Brucie	PERSON
8644	Kate Middleton's,PERSON	1	Kate Middleton's	PERSON
8646	Britain's New Burlesque Queen,WORK_OF_ART	1	Britain's New Burlesque Queen	WORK_OF_ART
1661	MDC,ORG	1	MDC	ORG
8649	Tony Nicklinson’s,PERSON	1	Tony Nicklinson’s	PERSON
1659	Barchester Healthcare,ORG	1	Barchester Healthcare	ORG
1656	23 March,DATE	1	23 March	DATE
8633	an estimated £3 million,MONEY	1	an estimated £3 million	MONEY
8632	seconds,TIME	1	seconds	TIME
8631	24/7,CARDINAL	1	24/7	CARDINAL
8622	Jeremy Clarkson’s,PERSON	1	Jeremy Clarkson’s	PERSON
8616	Don Earley,PERSON	1	Don Earley	PERSON
1671	the Inspired Facilities Fund,ORG	1	the Inspired Facilities Fund	ORG
8618	only 35 per cent,PERCENT	1	only 35 per cent	PERCENT
1670	65,000,MONEY	1	65,000	MONEY
8620	Jezza,PERSON	1	Jezza	PERSON
8621	Jeremy Clarkson,PERSON	1	Jeremy Clarkson	PERSON
1669	Sarah Robertson,PERSON	1	Sarah Robertson	PERSON
1667	Wickham Market,GPE	1	Wickham Market	GPE
8624	A few moments ago,TIME	1	A few moments ago	TIME
8625	503,861,CARDINAL	1	503,861	CARDINAL
8626	Clarkson,ORG	1	Clarkson	ORG
8627	62million,CARDINAL	1	62million	CARDINAL
1668	47,975,MONEY	1	47,975	MONEY
8629	Marmite,PERSON	1	Marmite	PERSON
8652	One Show,WORK_OF_ART	1	One Show	WORK_OF_ART
8653	a reported £6 million,MONEY	1	a reported £6 million	MONEY
8654	Kristen Stewart,PERSON	1	Kristen Stewart	PERSON
8680	Winnie Johnson,PERSON	1	Winnie Johnson	PERSON
8674	Moors,WORK_OF_ART	1	Moors	WORK_OF_ART
8675	Ian Brady,PERSON	1	Ian Brady	PERSON
8676	Keith Bennett,PERSON	1	Keith Bennett	PERSON
8677	almost 60,DATE	1	almost 60	DATE
1653	the Multi-Use Arena,FAC	1	the Multi-Use Arena	FAC
8679	Keith,PERSON	1	Keith	PERSON
8681	Sly Stallone’s,PERSON	1	Sly Stallone’s	PERSON
8672	Grey,PERSON	1	Grey	PERSON
8682	90-year-old,DATE	1	90-year-old	DATE
8683	The Expendables 2,WORK_OF_ART	1	The Expendables 2	WORK_OF_ART
8684	John Bercow,PERSON	1	John Bercow	PERSON
8685	Sally the Alley,PERSON	1	Sally the Alley	PERSON
1651	Park,ORG	1	Park	ORG
8687	Majorca,GPE	1	Majorca	GPE
8673	Armani,NORP	1	Armani	NORP
8671	72,DATE	1	72	DATE
8655	Robert Pattinson,PERSON	1	Robert Pattinson	PERSON
1655	20 December,DATE	1	20 December	DATE
8656	Twilight,WORK_OF_ART	1	Twilight	WORK_OF_ART
8657	Angelina Jolie,PERSON	1	Angelina Jolie	PERSON
8658	Hollywood,ORG	1	Hollywood	ORG
8659	Richard Burton’s,PERSON	1	Richard Burton’s	PERSON
8660	Elizabeth Taylor,PERSON	1	Elizabeth Taylor	PERSON
8661	nearly 50 years,DATE	1	nearly 50 years	DATE
8663	Alexander McQueen,PERSON	1	Alexander McQueen	PERSON
8670	Esther Rantzen,PERSON	1	Esther Rantzen	PERSON
8664	Vivienne Westwood,PERSON	1	Vivienne Westwood	PERSON
8665	Paul Smith,PERSON	1	Paul Smith	PERSON
8666	Burberry,ORG	1	Burberry	ORG
8667	VB,ORG	1	VB	ORG
8668	Fifty Shades Of Grey,WORK_OF_ART	1	Fifty Shades Of Grey	WORK_OF_ART
8669	the over-70s,,DATE	1	the over-70s,	DATE
8462	302,CARDINAL	1	302	CARDINAL
1715	"around £11bn."",MONEY"	1	"around £11bn."""	MONEY
8154	Wayne Rooney's,PERSON	1	Wayne Rooney's	PERSON
1785	Cuban,NORP	1	Cuban	NORP
8250	Jermaine Lindslay,PERSON	1	Jermaine Lindslay	PERSON
8251	Fifty-two,CARDINAL	1	Fifty-two	CARDINAL
8252	Jermaine Lindsay,PERSON	1	Jermaine Lindsay	PERSON
8253	Mohammad Sidique Khan,PERSON	1	Mohammad Sidique Khan	PERSON
1788	Thirteen,CARDINAL	1	Thirteen	CARDINAL
8255	less than a fortnight,DATE	1	less than a fortnight	DATE
1787	22.05 GMT,TIME	1	22.05 GMT	TIME
8257	the Olympic Lee Valley Centre,FAC	1	the Olympic Lee Valley Centre	FAC
8258	The European Hockey Federation,ORG	1	The European Hockey Federation	ORG
8259	EHF,ORG	1	EHF	ORG
8260	EuroHockey Championship,EVENT	1	EuroHockey Championship	EVENT
8261	the England Hockey Board's,ORG	1	the England Hockey Board's	ORG
8262	the EuroHockey Championships 2015,EVENT	1	the EuroHockey Championships 2015	EVENT
8263	Philip Kimberley,PERSON	1	Philip Kimberley	PERSON
1786	the Sunday Politics,WORK_OF_ART	1	the Sunday Politics	WORK_OF_ART
1791	Eccleshall Eagles,ORG	1	Eccleshall Eagles	ORG
8247	Mohammed Sidique Khan,PERSON	1	Mohammed Sidique Khan	PERSON
8246	only a day,DATE	1	only a day	DATE
1795	the 2013/14 football season,DATE	1	the 2013/14 football season	DATE
8230	October last year,DATE	1	October last year	DATE
8231	£2bn into the,MONEY	1	£2bn into the	MONEY
1802	Tamworth Rugby Union Football Club,ORG	1	Tamworth Rugby Union Football Club	ORG
1801	37,269,MONEY	1	37,269	MONEY
1799	Protecting Playing Fields,ORG	1	Protecting Playing Fields	ORG
1797	Pert,PERSON	1	Pert	PERSON
1794	Jeremy Pert,PERSON	1	Jeremy Pert	PERSON
8245	July 6, 2005,DATE	1	July 6, 2005	DATE
1793	Eagles,ORG	1	Eagles	ORG
8240	£2bn over budget,MONEY	1	£2bn over budget	MONEY
1792	Protecting Playing Fields fund,ORG	1	Protecting Playing Fields fund	ORG
8242	£2billion over budget,MONEY	1	£2billion over budget	MONEY
8243	the Commons Public Accounts Committee,ORG	1	the Commons Public Accounts Committee	ORG
8244	around £11billion.',MONEY	1	around £11billion.'	MONEY
8265	Pete Waterfield,PERSON	1	Pete Waterfield	PERSON
8267	the FINA World Series,EVENT	1	the FINA World Series	EVENT
8228	Economic and Specialist Crime Command,ORG	1	Economic and Specialist Crime Command	ORG
1784	Lisburn,GPE	1	Lisburn	GPE
1774	McDonagh,PERSON	1	McDonagh	PERSON
8288	40 metre,QUANTITY	1	40 metre	QUANTITY
1773	about a year and a half,DATE	1	about a year and a half	DATE
1772	Geraldine Gordon,PERSON	1	Geraldine Gordon	PERSON
8291	the North East Quarter,LOC	1	the North East Quarter	LOC
8292	Andrew Cobden,PERSON	1	Andrew Cobden	PERSON
8293	Dane’s Yard,FAC	1	Dane’s Yard	FAC
1771	Division,ORG	1	Division	ORG
1770	about £7,MONEY	1	about £7	MONEY
8296	Around 25 per cent,PERCENT	1	Around 25 per cent	PERCENT
8297	the River Lee,LOC	1	the River Lee	LOC
1769	H & J Martin,ORG	1	H & J Martin	ORG
1768	less than 1%,PERCENT	1	less than 1%	PERCENT
8300	the flat-water Canoe Sprint,EVENT	1	the flat-water Canoe Sprint	EVENT
8301	Edward McKeever,PERSON	1	Edward McKeever	PERSON
8286	Crystal Palace Diving Club,ORG	1	Crystal Palace Diving Club	ORG
8285	Chris Snode,PERSON	1	Chris Snode	PERSON
8284	100,000th,CARDINAL	1	100,000th	CARDINAL
1780	Kuwait,GPE	1	Kuwait	GPE
8269	Cao Yuan,PERSON	1	Cao Yuan	PERSON
8270	Zhang Yanquan,PERSON	1	Zhang Yanquan	PERSON
8271	the Water Cube,FAC	1	the Water Cube	FAC
1783	Antrim Forum,FAC	1	Antrim Forum	FAC
1782	Jordanian,NORP	1	Jordanian	NORP
1781	Sudan,GPE	1	Sudan	GPE
8276	the four and a half,DATE	1	the four and a half	DATE
8283	the Crystal Palace England Diving Talent Centre,ORG	1	the Crystal Palace England Diving Talent Centre	ORG
8277	seven and a halves,CARDINAL	1	seven and a halves	CARDINAL
8278	eights,CARDINAL	1	eights	CARDINAL
1779	Egypt,GPE	1	Egypt	GPE
8280	Tijuana,GPE	1	Tijuana	GPE
1776	at least eight,CARDINAL	1	at least eight	CARDINAL
1775	Sport NI,ORG	1	Sport NI	ORG
8229	all 14,CARDINAL	1	all 14	CARDINAL
8227	the Metropolitan Police’s,ORG	1	the Metropolitan Police’s	ORG
8458	Sebastien Bassong,PERSON	1	Sebastien Bassong	PERSON
8190	Lansdowne Road,FAC	1	Lansdowne Road	FAC
1811	Today,ORG	1	Today	ORG
1809	only a few months,DATE	1	only a few months	DATE
8176	30million,MONEY	1	30million	MONEY
8177	Darren Bent,PERSON	1	Darren Bent	PERSON
8178	Paris Saint-Germain,ORG	1	Paris Saint-Germain	ORG
8179	The Scottish Premier League,ORG	1	The Scottish Premier League	ORG
8180	39th,ORDINAL	1	39th	ORDINAL
8181	Andre Villas-Boas,PERSON	1	Andre Villas-Boas	PERSON
1807	Long Lawford,GPE	1	Long Lawford	GPE
8183	Jason Lee,PERSON	1	Jason Lee	PERSON
8184	Champions Trophy,EVENT	1	Champions Trophy	EVENT
8185	Tudor,NORP	1	Tudor	NORP
8186	the Republic of Ireland,GPE	1	the Republic of Ireland	GPE
1806	Oakfield Cricket Club,ORG	1	Oakfield Cricket Club	ORG
8188	Fabio Capello's,PERSON	1	Fabio Capello's	PERSON
1812	84844,CARDINAL	1	84844	CARDINAL
8171	Red Knights,ORG	1	Red Knights	ORG
8170	Keith Harris,PERSON	1	Keith Harris	PERSON
1821	1896,DATE	1	1896	DATE
8155	Rooney,PERSON	1	Rooney	PERSON
8156	Dalglish,PERSON	1	Dalglish	PERSON
8157	Europa League,ORG	1	Europa League	ORG
8158	Michel Platini,PERSON	1	Michel Platini	PERSON
1824	776BC,DATE	1	776BC	DATE
1823	nearly 12 centuries,DATE	1	nearly 12 centuries	DATE
8162	Brum,PERSON	1	Brum	PERSON
8169	Antonov,PERSON	1	Antonov	PERSON
1818	Chinese,LANGUAGE	1	Chinese	LANGUAGE
1815	the 1924,EVENT	1	the 1924	EVENT
8165	Yeung,PERSON	1	Yeung	PERSON
1814	1894,DATE	1	1894	DATE
8167	Portsmouth,ORG	1	Portsmouth	ORG
8168	Vladimir Antonov,PERSON	1	Vladimir Antonov	PERSON
8189	17 years later,DATE	1	17 years later	DATE
1805	20,000,MONEY	1	20,000	MONEY
8226	57,DATE	1	57	DATE
1804	Herefordshire,GPE	1	Herefordshire	GPE
8211	Handball Arena,FAC	1	Handball Arena	FAC
8212	at least 254,CARDINAL	1	at least 254	CARDINAL
8213	Statue of Liberty,FAC	1	Statue of Liberty	FAC
8214	up to a million,CARDINAL	1	up to a million	CARDINAL
8215	Arena,FAC	1	Arena	FAC
8216	up to half a million,CARDINAL	1	up to half a million	CARDINAL
1803	John Kyrle High School,ORG	1	John Kyrle High School	ORG
8218	number one,CARDINAL	1	number one	CARDINAL
8219	Mark Canning,PERSON	1	Mark Canning	PERSON
8220	Indonesian,NORP	1	Indonesian	NORP
8221	Fourth,ORDINAL	1	Fourth	ORDINAL
8222	Olympic stadium,FAC	1	Olympic stadium	FAC
8223	Scotland Yard,ORG	1	Scotland Yard	ORG
8224	45-year-old,DATE	1	45-year-old	DATE
8225	39,DATE	1	39	DATE
8210	AccelorMittal Orbit,PRODUCT	1	AccelorMittal Orbit	PRODUCT
8209	115 metre,QUANTITY	1	115 metre	QUANTITY
8208	Balfour Beatty PLC,ORG	1	Balfour Beatty PLC	ORG
8199	Lauren Taylor,PERSON	1	Lauren Taylor	PERSON
8193	his month,DATE	1	his month	DATE
8194	Paul Gascoigne,PERSON	1	Paul Gascoigne	PERSON
8195	Gascoigne,PERSON	1	Gascoigne	PERSON
8196	Gascoigne,FAC	1	Gascoigne	FAC
8197	Lucy Garner,PERSON	1	Lucy Garner	PERSON
8198	Eleanor Simmonds,PERSON	1	Eleanor Simmonds	PERSON
8200	Ladies' British Amateur Championship,ORG	1	Ladies' British Amateur Championship	ORG
8207	the New Year,EVENT	1	the New Year	EVENT
8201	Raphael Martinetti,PERSON	1	Raphael Martinetti	PERSON
8202	Fila,ORG	1	Fila	ORG
8203	Ukrainians,NORP	1	Ukrainians	NORP
8204	Bulgarian,NORP	1	Bulgarian	NORP
8205	Martinetti,PERSON	1	Martinetti	PERSON
8206	its final 200 days,DATE	1	its final 200 days	DATE
1767	just 43,CARDINAL	1	just 43	CARDINAL
1766	around £5bn.,MONEY	1	around £5bn.	MONEY
8304	Jessica Walker,PERSON	1	Jessica Walker	PERSON
8420	80,203,CARDINAL	1	80,203	CARDINAL
8403	Wojdan Shahrkhani,PERSON	1	Wojdan Shahrkhani	PERSON
8404	the ExCeL Arena,FAC	1	the ExCeL Arena	FAC
8405	Saudi Arabia’s,GPE	1	Saudi Arabia’s	GPE
1737	Fourteen-year-old,DATE	1	Fourteen-year-old	DATE
1736	National Aquatic Centre,FAC	1	National Aquatic Centre	FAC
8408	Mecca,GPE	1	Mecca	GPE
8409	the Emmeline Pankhurst,PERSON	1	the Emmeline Pankhurst	PERSON
1734	Republic,GPE	1	Republic	GPE
8411	Tommie Smith,PERSON	1	Tommie Smith	PERSON
8412	John Carlos,PERSON	1	John Carlos	PERSON
1732	half past five in the morning,TIME	1	half past five in the morning	TIME
8414	Expedia,ORG	1	Expedia	ORG
8416	another minute and a quarter,TIME	1	another minute and a quarter	TIME
8417	33-year-old,DATE	1	33-year-old	DATE
8418	Filipino,NORP	1	Filipino	NORP
1738	Shannon McKimm,PERSON	1	Shannon McKimm	PERSON
8401	4x400 metres,QUANTITY	1	4x400 metres	QUANTITY
8400	Manteo Mitchell,PERSON	1	Manteo Mitchell	PERSON
8390	Super Saturday,WORK_OF_ART	1	Super Saturday	WORK_OF_ART
8384	Shafilea,PERSON	1	Shafilea	PERSON
8385	48 hours,TIME	1	48 hours	TIME
8386	Nick Clegg,PERSON	1	Nick Clegg	PERSON
8387	a stag weekend,DATE	1	a stag weekend	DATE
1745	North Down Borough Council,ORG	1	North Down Borough Council	ORG
8389	Barbados,GPE	1	Barbados	GPE
8391	a few seconds,TIME	1	a few seconds	TIME
8399	Masai,NORP	1	Masai	NORP
8392	the London Underground,FAC	1	the London Underground	FAC
8393	the Havelange Stadium,FAC	1	the Havelange Stadium	FAC
8394	ex-FIFA,ORG	1	ex-FIFA	ORG
1744	Glenlola Collegiate,ORG	1	Glenlola Collegiate	ORG
8396	The Ronnie Biggs Velodrome,FAC	1	The Ronnie Biggs Velodrome	FAC
1743	Shannon,PERSON	1	Shannon	PERSON
8419	Rene Herrera,PERSON	1	Rene Herrera	PERSON
8421	Lord’s,FAC	1	Lord’s	FAC
1765	50 metre,QUANTITY	1	50 metre	QUANTITY
1728	£9.3bn.,MONEY	1	£9.3bn.	MONEY
8441	Muslims,NORP	1	Muslims	NORP
8442	these Olympic days,DATE	1	these Olympic days	DATE
8443	half-Jamaican,NORP	1	half-Jamaican	NORP
8444	the National Anthem,WORK_OF_ART	1	the National Anthem	WORK_OF_ART
8445	the July bombings,EVENT	1	the July bombings	EVENT
8446	the Ugandan Asians,NORP	1	the Ugandan Asians	NORP
8447	40 years ago this August,DATE	1	40 years ago this August	DATE
8448	Idi Amin,PERSON	1	Idi Amin	PERSON
8449	Asians,NORP	1	Asians	NORP
8450	only £50,MONEY	1	only £50	MONEY
8451	the early Seventies,DATE	1	the early Seventies	DATE
1722	BBC Sports Editor,ORG	1	BBC Sports Editor	ORG
8455	Benoit Assou-Ekotto,PERSON	1	Benoit Assou-Ekotto	PERSON
8456	the Ivory Coast,GPE	1	the Ivory Coast	GPE
8457	Benoit,PERSON	1	Benoit	PERSON
